%time,field.data
1580348347290796723,42.3375316667
1580348348305782436,42.3375316667
1580348349286764982,42.3375316667
1580348350304739357,42.3375316667
1580348351287313619,42.3375316667
1580348352300795266,42.3375316667
1580348353290705338,42.3375316667
1580348354291051402,42.3375316667
1580348355291847553,42.3375316667
1580348356293541312,42.3375316667
1580348357291697714,42.3375316667
1580348358294182624,42.3375266667
1580348359292419522,42.3375166667
1580348360292659089,42.3375083333
1580348361292471393,42.337505
1580348362292594911,42.337505
1580348363292590759,42.337505
1580348364293291744,42.337505
1580348365292993124,42.337505
1580348366293681839,42.3375016667
1580348367293547685,42.3374966667
1580348368292720673,42.3374966667
1580348369290344630,42.3374966667
1580348370294393263,42.3374966667
1580348371293549860,42.3374966667
1580348372311979753,42.3374966667
1580348373291967140,42.3374966667
1580348374291937921,42.3374966667
1580348375291804672,42.3374966667
1580348376290620619,42.337495
1580348377291464852,42.3375016667
1580348378292669354,42.3375033333
1580348379295634096,42.337505
1580348380314762706,42.337505
1580348381291130721,42.337505
1580348382291888205,42.337505
1580348383292892064,42.337505
1580348384291298926,42.337505
1580348385291679887,42.337505
1580348386292271258,42.337505
1580348387292487573,42.337505
1580348388293563536,42.337505
1580348389293316940,42.337505
1580348390292641583,42.337505
1580348391292145608,42.337505
1580348392292485014,42.337505
1580348393290388885,42.337505
1580348394299690576,42.337505
1580348395289836882,42.337505
1580348396290009256,42.337505
1580348397286319139,42.337505
1580348398286494461,42.337505
1580348399304863588,42.337505
1580348400288022836,42.337505
1580348401314809414,42.337505
1580348402286690255,42.337505
1580348403288405456,42.3375033333
1580348404294497745,42.3375033333
1580348405286917769,42.3375033333
1580348406294024501,42.3375033333
1580348407288595459,42.3375033333
1580348408288752734,42.3375033333
1580348409287259417,42.3375033333
1580348410287498103,42.3375033333
1580348411292702546,42.3375033333
1580348412289836280,42.3375033333
1580348413288201019,42.3375033333
1580348414288693238,42.3375033333
1580348415290426114,42.3375033333
1580348416285635730,42.3375033333
1580348417284876216,42.3375033333
1580348418285517573,42.3375016667
1580348419284155763,42.3375016667
1580348420284461769,42.3375016667
1580348421284367706,42.3375016667
1580348422284677875,42.3375016667
1580348423303778029,42.3375016667
1580348424297223669,42.3375016667
1580348425284730151,42.3375016667
1580348426284969317,42.3375016667
1580348427286703480,42.3375016667
1580348428284558773,42.3375016667
1580348429294053651,42.3375016667
