Time Stamp,String
1581012242791421890,"$VNYMR,+140.521,+001.077,-000.457,-00.2270,-00.0876,+00.4155,+00.200,+00.063,-09.702,+00.000727,-00.000083,-00.051328*6E
"
1581012242816422939,"$VNYMR,+140.423,+001.077,-000.457,-00.2297,-00.0861,+00.4201,+00.173,+00.082,-09.697,+00.000737,-00.000319,-00.048864*6F
"
1581012242841274023,"$VNYMR,+140.324,+001.079,-000.457,-00.2286,-00.0946,+00.4155,+00.177,+00.077,-09.707,+00.002292,-00.000160,-00.051499*63
"
1581012242866525888,"$VNYMR,+140.226,+001.077,-000.458,-00.2314,-00.0959,+00.4201,+00.193,+00.064,-09.706,+00.002131,-00.001270,-00.049732*6C
"
1581012242892364025,"$VNYMR,+140.128,+001.077,-000.458,-00.2313,-00.0945,+00.4201,+00.209,+00.074,-09.718,+00.000304,-00.000588,-00.050617*6C
"
1581012242916536092,"$VNYMR,+140.028,+001.078,-000.457,-00.2312,-00.0902,+00.4168,+00.216,+00.102,-09.743,+00.002385,-00.000076,-00.050826*60
"
1581012242941337108,"$VNYMR,+139.931,+001.079,-000.457,-00.2298,-00.0875,+00.4233,+00.183,+00.069,-09.713,+00.000671,+00.000490,-00.051740*6F
"
1581012242967120885,"$VNYMR,+139.832,+001.079,-000.456,-00.2301,-00.0988,+00.4202,+00.180,+00.079,-09.701,+00.000558,-00.000181,-00.050863*69
"
1581012242991166114,"$VNYMR,+139.734,+001.079,-000.458,-00.2285,-00.0904,+00.4170,+00.205,+00.058,-09.687,-00.000685,-00.001662,-00.051255*63
"
1581012243016784906,"$VNYMR,+139.637,+001.081,-000.458,-00.2286,-00.0946,+00.4155,+00.194,+00.063,-09.695,+00.001237,+00.000426,-00.050426*68
"
1581012243041721105,"$VNYMR,+139.538,+001.082,-000.457,-00.2312,-00.0888,+00.4216,+00.188,+00.053,-09.726,+00.002230,-00.001180,-00.051948*6A
"
1581012243066726922,"$VNYMR,+139.441,+001.081,-000.457,-00.2286,-00.0960,+00.4187,+00.190,+00.059,-09.726,+00.000344,+00.000535,-00.050416*6F
"
1581012243091665983,"$VNYMR,+139.341,+001.081,-000.455,-00.2299,-00.0889,+00.4249,+00.189,+00.063,-09.743,+00.001338,+00.000534,-00.051342*6D
"
1581012243116816997,"$VNYMR,+139.242,+001.079,-000.454,-00.2300,-00.0945,+00.4217,+00.182,+00.066,-09.730,+00.001647,-00.000872,-00.051933*60
"
1581012243141660928,"$VNYMR,+139.144,+001.081,-000.453,-00.2285,-00.0932,+00.4139,+00.185,+00.046,-09.677,+00.000364,+00.001089,-00.051055*66
"
1581012243166687965,"$VNYMR,+139.045,+001.079,-000.453,-00.2300,-00.0945,+00.4249,+00.209,+00.097,-09.682,+00.000647,-00.001178,-00.050597*6F
"
1581012243191690921,"$VNYMR,+138.947,+001.080,-000.454,-00.2299,-00.0917,+00.4169,+00.201,+00.058,-09.733,+00.000488,-00.000325,-00.051462*63
"
1581012243217761039,"$VNYMR,+138.847,+001.081,-000.455,-00.2286,-00.0932,+00.4186,+00.186,+00.080,-09.686,+00.000752,+00.000423,-00.053092*66
"
1581012243241574048,"$VNYMR,+138.749,+001.082,-000.455,-00.2298,-00.0903,+00.4185,+00.180,+00.096,-09.680,+00.000618,-00.000505,-00.050492*66
"
1581012243266849040,"$VNYMR,+138.650,+001.081,-000.457,-00.2272,-00.0919,+00.4187,+00.178,+00.101,-09.683,+00.000968,+00.000340,-00.052368*61
"
1581012243291584014,"$VNYMR,+138.551,+001.079,-000.459,-00.2299,-00.0917,+00.4233,+00.203,+00.118,-09.703,+00.001153,-00.000424,-00.052462*6C
"
1581012243316675901,"$VNYMR,+138.453,+001.079,-000.460,-00.2298,-00.0917,+00.4153,+00.174,+00.087,-09.672,+00.001512,+00.000683,-00.051917*66
"
1581012243341712951,"$VNYMR,+138.354,+001.078,-000.460,-00.2285,-00.0918,+00.4138,+00.171,+00.084,-09.708,+00.000312,-00.000442,-00.052756*65
"
1581012243366589069,"$VNYMR,+138.255,+001.078,-000.458,-00.2297,-00.0861,+00.4153,+00.177,+00.060,-09.716,+00.004111,-00.000679,-00.052153*60
"
1581012243391606092,"$VNYMR,+138.156,+001.078,-000.457,-00.2283,-00.0819,+00.4201,+00.154,+00.035,-09.718,+00.001670,-00.000129,-00.052072*6B
"
1581012243416616916,"$VNYMR,+138.058,+001.077,-000.456,-00.2299,-00.0931,+00.4138,+00.195,+00.022,-09.691,+00.001285,+00.000812,-00.051664*63
"
1581012243441860914,"$VNYMR,+137.959,+001.079,-000.457,-00.2325,-00.0859,+00.4215,+00.179,+00.081,-09.748,+00.000368,+00.000341,-00.051352*6E
"
1581012243466654062,"$VNYMR,+137.860,+001.079,-000.456,-00.2286,-00.0918,+00.4218,+00.171,+00.053,-09.677,+00.000265,+00.000784,-00.051674*6F
"
1581012243491647958,"$VNYMR,+137.762,+001.079,-000.455,-00.2285,-00.0904,+00.4202,+00.188,+00.033,-09.669,+00.001570,+00.000590,-00.050076*6B
"
1581012243516575098,"$VNYMR,+137.663,+001.078,-000.454,-00.2312,-00.0931,+00.4169,+00.188,+00.026,-09.653,+00.000282,-00.000091,-00.052141*6F
"
1581012243541528940,"$VNYMR,+137.564,+001.078,-000.455,-00.2313,-00.0945,+00.4185,+00.180,+00.047,-09.721,-00.001081,+00.000328,-00.051611*61
"
1581012243566586971,"$VNYMR,+137.465,+001.077,-000.457,-00.2284,-00.0904,+00.4122,+00.204,+00.075,-09.737,-00.001792,-00.000005,-00.052690*67
"
1581012243591412067,"$VNYMR,+137.364,+001.076,-000.461,-00.2286,-00.0932,+00.4186,+00.223,+00.052,-09.695,-00.002284,-00.001119,-00.053812*6C
"
1581012243616543054,"$VNYMR,+137.261,+001.076,-000.467,-00.2299,-00.0903,+00.4217,+00.220,+00.022,-09.749,-00.004932,-00.000591,-00.054814*69
"
1581012243641525983,"$VNYMR,+137.157,+001.074,-000.476,-00.2285,-00.0918,+00.4154,+00.249,+00.582,-09.808,+00.000534,+00.000052,-00.049115*64
"
1581012243666687011,"$VNYMR,+137.063,+001.075,-000.469,-00.2286,-00.0946,+00.4202,+00.202,+00.231,-09.618,+00.005414,-00.000958,-00.048619*63
"
1581012243691421985,"$VNYMR,+136.967,+001.076,-000.462,-00.2286,-00.0932,+00.4186,+00.241,+00.092,-09.746,+00.009695,+00.001726,-00.049374*65
"
1581012243716880083,"$VNYMR,+136.870,+001.075,-000.459,-00.2285,-00.0890,+00.4186,+00.111,+00.095,-09.746,+00.004876,+00.001302,-00.048344*6C
"
1581012243741312980,"$VNYMR,+136.772,+001.074,-000.456,-00.2269,-00.0862,+00.4091,+00.140,+00.014,-09.663,+00.003518,-00.000288,-00.051665*64
"
1581012243767112970,"$VNYMR,+136.673,+001.073,-000.454,-00.2282,-00.0848,+00.4010,+00.201,+00.041,-09.756,+00.001531,-00.000636,-00.051022*69
"
1581012243791407108,"$VNYMR,+136.574,+001.071,-000.454,-00.2270,-00.0905,+00.4044,+00.116,+00.124,-09.687,+00.000570,-00.000606,-00.051343*62
"
1581012243816519021,"$VNYMR,+136.476,+001.070,-000.452,-00.2269,-00.0863,+00.4043,+00.161,+00.102,-09.635,+00.001514,-00.001422,-00.051329*6F
"
1581012243842098951,"$VNYMR,+136.376,+001.068,-000.452,-00.2282,-00.0876,+00.4011,+00.184,+00.140,-09.737,+00.001565,-00.000057,-00.050763*63
"
1581012243866656064,"$VNYMR,+136.278,+001.068,-000.450,-00.2295,-00.0819,+00.4057,+00.169,+00.041,-09.676,+00.001710,+00.000518,-00.052414*6D
"
1581012243891504049,"$VNYMR,+136.178,+001.066,-000.451,-00.2293,-00.0748,+00.4040,+00.147,+00.052,-09.671,+00.000386,-00.000277,-00.052500*65
"
1581012243916970014,"$VNYMR,+136.079,+001.065,-000.453,-00.2281,-00.0819,+00.4026,+00.171,+00.105,-09.682,-00.000227,-00.001780,-00.052497*69
"
1581012243941317081,"$VNYMR,+135.979,+001.063,-000.453,-00.2322,-00.0846,+00.4008,+00.199,+00.049,-09.678,-00.000481,-00.002050,-00.053274*68
"
1581012243967940092,"$VNYMR,+135.879,+001.062,-000.454,-00.2266,-00.0750,+00.4010,+00.238,+00.088,-09.731,-00.001618,-00.000172,-00.052812*6D
"
1581012243991853952,"$VNYMR,+135.779,+001.060,-000.455,-00.2307,-00.0761,+00.4008,+00.251,+00.077,-09.665,-00.000651,-00.000853,-00.052565*68
"
1581012244016813039,"$VNYMR,+135.679,+001.060,-000.456,-00.2321,-00.0803,+00.3959,+00.182,+00.091,-09.692,-00.000957,-00.001622,-00.051203*66
"
1581012244041959047,"$VNYMR,+135.579,+001.059,-000.456,-00.2293,-00.0762,+00.4040,+00.219,+00.036,-09.741,+00.001089,+00.000127,-00.053091*69
"
1581012244066848039,"$VNYMR,+135.479,+001.058,-000.457,-00.2294,-00.0805,+00.4025,+00.184,+00.073,-09.694,+00.000327,+00.001589,-00.053442*60
"
1581012244091768980,"$VNYMR,+135.381,+001.058,-000.457,-00.2294,-00.0805,+00.4009,+00.182,+00.075,-09.685,+00.001058,+00.000476,-00.051296*69
"
1581012244116802930,"$VNYMR,+135.282,+001.058,-000.455,-00.2294,-00.0805,+00.4025,+00.141,+00.076,-09.698,+00.000903,+00.000318,-00.051667*64
"
1581012244141690015,"$VNYMR,+135.181,+001.057,-000.455,-00.2294,-00.0791,+00.3993,+00.173,+00.092,-09.723,+00.000711,-00.000424,-00.054071*67
"
1581012244166755914,"$VNYMR,+135.080,+001.056,-000.456,-00.2322,-00.0846,+00.3976,+00.185,+00.113,-09.717,-00.001034,+00.000692,-00.052585*67
"
1581012244191716909,"$VNYMR,+134.981,+001.055,-000.457,-00.2308,-00.0818,+00.4024,+00.165,+00.089,-09.706,+00.003757,+00.000260,-00.051667*69
"
1581012244216793060,"$VNYMR,+134.882,+001.056,-000.455,-00.2295,-00.0833,+00.4009,+00.167,+00.075,-09.725,+00.003373,+00.002497,-00.052104*66
"
1581012244241652965,"$VNYMR,+134.781,+001.056,-000.454,-00.2296,-00.0875,+00.4042,+00.164,+00.037,-09.725,+00.000567,+00.000590,-00.053553*63
"
1581012244266834974,"$VNYMR,+134.683,+001.055,-000.454,-00.2282,-00.0834,+00.4042,+00.178,+00.051,-09.733,+00.001500,+00.000039,-00.050800*67
"
1581012244291630029,"$VNYMR,+134.584,+001.056,-000.454,-00.2281,-00.0805,+00.4042,+00.223,+00.071,-09.689,-00.000794,+00.000108,-00.050884*69
"
1581012244316673040,"$VNYMR,+134.485,+001.057,-000.454,-00.2255,-00.0878,+00.4013,+00.178,+00.101,-09.720,+00.001112,+00.000662,-00.050908*67
"
1581012244341813087,"$VNYMR,+134.386,+001.058,-000.454,-00.2309,-00.0818,+00.4072,+00.201,+00.069,-09.723,-00.000533,+00.000910,-00.052302*6C
"
1581012244366785049,"$VNYMR,+134.286,+001.057,-000.455,-00.2281,-00.0820,+00.4010,+00.207,+00.070,-09.733,+00.002374,+00.000057,-00.052742*69
"
1581012244391650915,"$VNYMR,+134.188,+001.058,-000.456,-00.2309,-00.0860,+00.4041,+00.197,+00.117,-09.720,+00.000892,-00.000607,-00.050551*67
"
1581012244416711091,"$VNYMR,+134.088,+001.058,-000.457,-00.2295,-00.0819,+00.4057,+00.209,+00.085,-09.685,+00.000911,-00.001048,-00.051089*6D
"
1581012244441648006,"$VNYMR,+133.989,+001.059,-000.457,-00.2293,-00.0762,+00.3993,+00.208,+00.107,-09.691,+00.000322,+00.000039,-00.052557*61
"
1581012244467932939,"$VNYMR,+133.889,+001.061,-000.458,-00.2309,-00.0846,+00.4040,+00.167,+00.097,-09.722,+00.000760,+00.000473,-00.051821*63
"
1581012244491625070,"$VNYMR,+133.789,+001.061,-000.459,-00.2293,-00.0776,+00.4009,+00.198,+00.054,-09.728,+00.000006,-00.000639,-00.052905*62
"
1581012244516738891,"$VNYMR,+133.689,+001.059,-000.459,-00.2306,-00.0719,+00.4039,+00.148,+00.106,-09.660,+00.002024,+00.000200,-00.053146*6D
"
1581012244541606903,"$VNYMR,+133.589,+001.058,-000.460,-00.2278,-00.0706,+00.4040,+00.164,+00.052,-09.702,-00.000210,+00.000569,-00.051597*65
"
1581012244566669940,"$VNYMR,+133.488,+001.057,-000.460,-00.2280,-00.0806,+00.3978,+00.159,+00.031,-09.682,+00.002414,+00.000617,-00.052813*6B
"
1581012244591531038,"$VNYMR,+133.388,+001.056,-000.462,-00.2308,-00.0818,+00.4008,+00.164,+00.053,-09.694,+00.000215,+00.000548,-00.053275*62
"
1581012244616759061,"$VNYMR,+133.288,+001.056,-000.463,-00.2266,-00.0778,+00.3947,+00.136,+00.120,-09.740,+00.001454,+00.001366,-00.052160*62
"
1581012244641706943,"$VNYMR,+133.188,+001.054,-000.461,-00.2292,-00.0706,+00.4024,+00.194,+00.043,-09.691,+00.000897,+00.000800,-00.052333*65
"
1581012244666616916,"$VNYMR,+133.089,+001.054,-000.459,-00.2265,-00.0735,+00.4010,+00.193,+00.063,-09.690,+00.001674,-00.000533,-00.052283*66
"
1581012244692428112,"$VNYMR,+132.990,+001.055,-000.456,-00.2252,-00.0750,+00.3979,+00.209,+00.025,-09.701,+00.000620,+00.000953,-00.051841*6E
"
1581012244716751098,"$VNYMR,+132.890,+001.057,-000.454,-00.2308,-00.0818,+00.4040,+00.175,+00.058,-09.733,+00.000568,-00.000474,-00.053087*64
"
1581012244741513013,"$VNYMR,+132.791,+001.057,-000.455,-00.2267,-00.0778,+00.4058,+00.202,+00.032,-09.685,-00.000734,+00.001217,-00.052735*66
"
1581012244766733884,"$VNYMR,+132.691,+001.058,-000.456,-00.2279,-00.0720,+00.4041,+00.191,+00.074,-09.704,-00.001581,+00.001654,-00.053100*6D
"
1581012244791469097,"$VNYMR,+132.592,+001.058,-000.460,-00.2280,-00.0805,+00.3994,+00.199,+00.114,-09.742,-00.001122,-00.000658,-00.052366*68
"
1581012244816668033,"$VNYMR,+132.492,+001.059,-000.463,-00.2293,-00.0762,+00.3993,+00.203,+00.084,-09.735,+00.001148,-00.000017,-00.053525*6F
"
1581012244841484069,"$VNYMR,+132.390,+001.062,-000.466,-00.2309,-00.0846,+00.4072,+00.224,+00.106,-09.739,+00.000004,+00.000805,-00.053509*64
"
1581012244866501092,"$VNYMR,+132.290,+001.063,-000.468,-00.2306,-00.0747,+00.3976,+00.193,+00.108,-09.736,+00.000803,-00.000141,-00.053093*69
"
1581012244891603946,"$VNYMR,+132.189,+001.062,-000.469,-00.2294,-00.0776,+00.4056,+00.153,+00.086,-09.660,+00.002054,-00.000023,-00.052236*6E
"
1581012244916676044,"$VNYMR,+132.088,+001.062,-000.470,-00.2282,-00.0833,+00.4074,+00.171,+00.099,-09.694,+00.000581,+00.001083,-00.053421*69
"
1581012244941325902,"$VNYMR,+131.989,+001.063,-000.470,-00.2308,-00.0790,+00.4040,+00.198,+00.091,-09.679,+00.000405,-00.000678,-00.052627*60
"
1581012244967201948,"$VNYMR,+131.890,+001.063,-000.468,-00.2322,-00.0803,+00.4071,+00.188,+00.051,-09.684,+00.001150,+00.000266,-00.052208*60
"
1581012244991457939,"$VNYMR,+131.791,+001.063,-000.464,-00.2307,-00.0790,+00.4024,+00.193,+00.045,-09.705,+00.002347,-00.000653,-00.051963*61
"
1581012245016864061,"$VNYMR,+131.691,+001.062,-000.460,-00.2279,-00.0749,+00.3993,+00.171,+00.048,-09.720,+00.001638,+00.000298,-00.050619*65
"
1581012245041343927,"$VNYMR,+131.591,+001.063,-000.457,-00.2306,-00.0719,+00.4071,+00.170,+00.034,-09.699,+00.000077,+00.000041,-00.052822*6A
"
1581012245066839933,"$VNYMR,+131.490,+001.063,-000.455,-00.2292,-00.0691,+00.4055,+00.194,+00.060,-09.703,-00.000048,+00.000415,-00.052703*69
"
1581012245091784954,"$VNYMR,+131.390,+001.065,-000.453,-00.2293,-00.0776,+00.3977,+00.192,+00.064,-09.703,-00.000607,-00.001190,-00.053592*62
"
1581012245116803884,"$VNYMR,+131.289,+001.067,-000.455,-00.2308,-00.0804,+00.4008,+00.206,+00.076,-09.685,+00.000124,+00.000346,-00.053352*66
"
1581012245141887903,"$VNYMR,+131.189,+001.068,-000.456,-00.2293,-00.0748,+00.4008,+00.215,+00.072,-09.715,+00.000226,+00.000456,-00.053551*61
"
1581012245167318105,"$VNYMR,+131.089,+001.071,-000.457,-00.2318,-00.0690,+00.3974,+00.188,+00.106,-09.769,+00.002015,-00.000817,-00.051756*6C
"
1581012245191772937,"$VNYMR,+130.989,+001.072,-000.458,-00.2307,-00.0790,+00.3976,+00.215,+00.093,-09.689,+00.000716,-00.000108,-00.052531*61
"
1581012245216902017,"$VNYMR,+130.889,+001.071,-000.460,-00.2280,-00.0777,+00.4009,+00.213,+00.092,-09.678,-00.001395,+00.000419,-00.052513*6B
"
1581012245241703033,"$VNYMR,+130.789,+001.072,-000.461,-00.2293,-00.0762,+00.3977,+00.187,+00.093,-09.673,+00.001707,+00.000835,-00.052791*60
"
1581012245266791105,"$VNYMR,+130.688,+001.072,-000.461,-00.2266,-00.0778,+00.4010,+00.192,+00.104,-09.692,+00.001695,-00.002148,-00.053187*67
"
1581012245291786909,"$VNYMR,+130.589,+001.071,-000.462,-00.2294,-00.0791,+00.4009,+00.313,+00.031,-09.656,+00.000323,-00.001380,-00.052336*66
"
1581012245316871881,"$VNYMR,+130.488,+001.071,-000.461,-00.2281,-00.0819,+00.4042,+00.299,+00.083,-09.592,+00.002362,-00.000630,-00.053283*66
"
1581012245341736078,"$VNYMR,+130.388,+001.070,-000.462,-00.2302,-00.0620,+00.3910,+00.156,+00.159,-09.698,-00.000311,-00.000148,-00.051350*6E
"
1581012245366827964,"$VNYMR,+130.287,+001.070,-000.461,-00.2291,-00.0720,+00.3897,+00.187,+00.122,-09.700,+00.000496,-00.001125,-00.052649*6D
"
1581012245391654014,"$VNYMR,+130.187,+001.069,-000.461,-00.2290,-00.0663,+00.3991,+00.173,+00.057,-09.660,+00.001805,-00.000846,-00.052908*69
"
1581012245416728973,"$VNYMR,+130.086,+001.069,-000.462,-00.2291,-00.0678,+00.3976,+00.223,+00.057,-09.723,+00.000369,+00.000395,-00.053121*69
"
1581012245441739082,"$VNYMR,+129.986,+001.069,-000.462,-00.2303,-00.0649,+00.3943,+00.310,+00.055,-09.483,-00.000061,-00.005029,-00.052181*6D
"
1581012245466819047,"$VNYMR,+129.886,+001.068,-000.462,-00.2326,-00.0549,+00.3828,+00.198,+00.135,-09.590,+00.000941,-00.001331,-00.052137*6D
"
1581012245491858959,"$VNYMR,+129.796,+001.070,-000.464,-00.2326,-00.0506,+00.3875,+00.123,+00.249,-09.632,+00.001960,+00.000721,-00.051176*6A
"
1581012245516675949,"$VNYMR,+129.720,+001.070,-000.464,-00.2313,-00.0549,+00.3829,+00.224,+00.071,-09.665,-00.000303,-00.000331,-00.051514*67
"
1581012245541533946,"$VNYMR,+129.645,+001.069,-000.465,-00.2336,-00.0435,+00.3730,+00.215,+00.102,-09.658,+00.000888,+00.000600,-00.052652*62
"
1581012245566777944,"$VNYMR,+129.569,+001.068,-000.465,-00.2313,-00.0563,+00.3845,+00.203,+00.070,-09.685,+00.001658,+00.000405,-00.051469*69
"
1581012245591731071,"$VNYMR,+129.493,+001.068,-000.466,-00.2298,-00.0494,+00.3797,+00.192,+00.102,-09.715,+00.000697,+00.000093,-00.052732*65
"
1581012245616775989,"$VNYMR,+129.418,+001.067,-000.466,-00.2312,-00.0493,+00.3876,+00.163,+00.060,-09.706,+00.001186,-00.000302,-00.053243*6D
"
1581012245641530990,"$VNYMR,+129.344,+001.068,-000.465,-00.2314,-00.0606,+00.3830,+00.199,+00.072,-09.723,+00.001224,-00.000017,-00.053148*60
"
1581012245666708946,"$VNYMR,+129.268,+001.066,-000.465,-00.2284,-00.0494,+00.3846,+00.174,+00.094,-09.706,+00.001940,+00.000884,-00.053076*6C
"
1581012245691560983,"$VNYMR,+129.193,+001.066,-000.465,-00.2313,-00.0549,+00.3829,+00.227,+00.068,-09.775,-00.000674,+00.001481,-00.052452*6A
"
1581012245716603994,"$VNYMR,+129.117,+001.066,-000.465,-00.2327,-00.0548,+00.3876,+00.172,+00.013,-09.671,+00.000376,+00.001496,-00.053008*6D
"
1581012245741633892,"$VNYMR,+129.041,+001.066,-000.465,-00.2354,-00.0561,+00.3890,+00.159,+00.053,-09.699,+00.002127,+00.001095,-00.052298*6A
"
1581012245766908884,"$VNYMR,+128.966,+001.067,-000.465,-00.2326,-00.0492,+00.3891,+00.184,+00.066,-09.736,-00.000641,+00.000147,-00.052465*65
"
1581012245791699886,"$VNYMR,+128.891,+001.067,-000.466,-00.2328,-00.0562,+00.3908,+00.201,+00.119,-09.703,+00.000295,-00.001276,-00.051569*6C
"
1581012245816893100,"$VNYMR,+128.816,+001.066,-000.467,-00.2382,-00.0588,+00.3889,+00.205,+00.092,-09.702,-00.000404,-00.000688,-00.052858*68
"
1581012245841552972,"$VNYMR,+128.740,+001.066,-000.468,-00.2316,-00.0634,+00.3878,+00.199,+00.096,-09.668,+00.001145,-00.000821,-00.053709*63
"
1581012245866883993,"$VNYMR,+128.664,+001.066,-000.468,-00.2301,-00.0592,+00.3846,+00.220,+00.045,-09.692,-00.000273,+00.000200,-00.052718*65
"
1581012245891618013,"$VNYMR,+128.588,+001.064,-000.469,-00.2328,-00.0591,+00.3892,+00.160,+00.082,-09.673,+00.000132,-00.001178,-00.053153*66
"
1581012245916755914,"$VNYMR,+128.513,+001.064,-000.470,-00.2325,-00.0561,+00.3903,+00.201,+00.069,-09.723,+00.000048,+00.000496,-00.052799*6D
"
1581012245941514015,"$VNYMR,+128.437,+001.062,-000.470,-00.2325,-00.0589,+00.3856,+00.201,+00.072,-09.744,+00.002116,-00.000377,-00.052926*6C
"
1581012245967695951,"$VNYMR,+128.362,+001.061,-000.470,-00.2308,-00.0491,+00.3776,+00.186,+00.063,-09.714,+00.000131,-00.001170,-00.051737*65
"
1581012245991564989,"$VNYMR,+128.287,+001.061,-000.471,-00.2338,-00.0575,+00.3807,+00.197,+00.091,-09.696,-00.000572,-00.000022,-00.052418*66
"
1581012246016901016,"$VNYMR,+128.210,+001.060,-000.471,-00.2340,-00.0631,+00.3823,+00.211,+00.109,-09.741,+00.001664,+00.000642,-00.052957*66
"
1581012246041779041,"$VNYMR,+128.136,+001.058,-000.471,-00.2313,-00.0632,+00.3920,+00.193,+00.048,-09.700,+00.000717,-00.000685,-00.052124*60
"
1581012246066907882,"$VNYMR,+128.061,+001.059,-000.470,-00.2355,-00.0673,+00.3871,+00.184,+00.073,-09.716,+00.001306,+00.000796,-00.053263*69
"
1581012246091551065,"$VNYMR,+127.985,+001.058,-000.469,-00.2327,-00.0646,+00.3856,+00.183,+00.058,-09.640,+00.001642,+00.000169,-00.052818*62
"
1581012246116909980,"$VNYMR,+127.909,+001.058,-000.468,-00.2300,-00.0647,+00.3858,+00.185,+00.055,-09.689,+00.000703,-00.000778,-00.052796*6F
"
1581012246141782999,"$VNYMR,+127.834,+001.058,-000.468,-00.2327,-00.0631,+00.3920,+00.210,+00.105,-09.693,+00.001252,+00.000519,-00.052211*63
"
1581012246166824102,"$VNYMR,+127.758,+001.059,-000.469,-00.2300,-00.0647,+00.3890,+00.149,+00.093,-09.717,+00.000244,+00.001441,-00.053250*6B
"
1581012246191766023,"$VNYMR,+127.682,+001.059,-000.469,-00.2329,-00.0716,+00.3889,+00.194,-00.010,-09.665,+00.001569,+00.000284,-00.052272*64
"
1581012246216873884,"$VNYMR,+127.607,+001.059,-000.468,-00.2316,-00.0717,+00.3969,+00.181,-00.047,-09.717,+00.000285,-00.000153,-00.052918*64
"
1581012246241748094,"$VNYMR,+127.531,+001.059,-000.468,-00.2356,-00.0743,+00.3856,+00.137,+00.068,-09.727,+00.000682,-00.001243,-00.053603*6B
"
1581012246267049074,"$VNYMR,+127.456,+001.059,-000.468,-00.2344,-00.0744,+00.3952,+00.207,+00.034,-09.700,-00.000068,+00.000026,-00.052010*61
"
1581012246291918992,"$VNYMR,+127.380,+001.059,-000.469,-00.2300,-00.0661,+00.3874,+00.159,+00.071,-09.744,+00.000162,+00.000522,-00.052544*6E
"
1581012246316776037,"$VNYMR,+127.304,+001.057,-000.469,-00.2313,-00.0618,+00.3920,+00.174,+00.046,-09.693,+00.000773,-00.000162,-00.052265*64
"
1581012246341872930,"$VNYMR,+127.229,+001.057,-000.469,-00.2303,-00.0760,+00.3923,+00.170,+00.063,-09.734,+00.000898,-00.000177,-00.052449*6F
"
1581012246366918087,"$VNYMR,+127.154,+001.055,-000.470,-00.2315,-00.0717,+00.3858,+00.173,+00.101,-09.730,+00.000262,-00.000164,-00.052634*61
"
1581012246391642093,"$VNYMR,+127.079,+001.055,-000.470,-00.2316,-00.0731,+00.3922,+00.176,+00.095,-09.740,+00.001035,+00.000534,-00.051311*6D
"
1581012246416918039,"$VNYMR,+127.004,+001.055,-000.470,-00.2288,-00.0718,+00.3892,+00.182,+00.107,-09.699,-00.000625,-00.000496,-00.052684*61
"
1581012246442004919,"$VNYMR,+126.929,+001.055,-000.470,-00.2286,-00.0620,+00.3906,+00.181,+00.096,-09.667,-00.000550,-00.000522,-00.052574*66
"
1581012246466878890,"$VNYMR,+126.854,+001.055,-000.470,-00.2287,-00.0648,+00.3907,+00.224,+00.076,-09.724,+00.000119,-00.001498,-00.052682*63
"
1581012246491656064,"$VNYMR,+126.778,+001.054,-000.471,-00.2303,-00.0760,+00.3875,+00.211,+00.037,-09.690,-00.000400,+00.000106,-00.051740*6F
"
1581012246516920089,"$VNYMR,+126.703,+001.053,-000.471,-00.2302,-00.0732,+00.3923,+00.210,+00.093,-09.714,+00.001919,-00.001935,-00.052877*67
"
1581012246541697025,"$VNYMR,+126.627,+001.052,-000.469,-00.2287,-00.0648,+00.3907,+00.200,+00.070,-09.681,+00.002712,-00.000998,-00.053029*6D
"
1581012246567425012,"$VNYMR,+126.551,+001.052,-000.467,-00.2302,-00.0718,+00.3891,+00.168,+00.049,-09.681,+00.001755,+00.000009,-00.052156*6F
"
1581012246591994047,"$VNYMR,+126.475,+001.052,-000.465,-00.2302,-00.0689,+00.3970,+00.196,+00.016,-09.728,+00.002316,-00.000074,-00.052066*6A
"
1581012246616991043,"$VNYMR,+126.401,+001.051,-000.464,-00.2330,-00.0730,+00.3921,+00.162,+00.060,-09.723,+00.001916,+00.000321,-00.052509*6C
"
1581012246641580104,"$VNYMR,+126.326,+001.049,-000.465,-00.2275,-00.0705,+00.3940,+00.189,+00.046,-09.736,-00.000182,-00.000487,-00.052829*62
"
1581012246666726112,"$VNYMR,+126.250,+001.049,-000.466,-00.2248,-00.0721,+00.3894,+00.213,+00.050,-09.713,+00.000546,-00.000415,-00.053577*67
"
1581012246692414045,"$VNYMR,+126.174,+001.049,-000.468,-00.2316,-00.0731,+00.3890,+00.222,+00.063,-09.677,+00.000855,-00.002225,-00.052802*64
"
1581012246716721057,"$VNYMR,+126.098,+001.050,-000.467,-00.2275,-00.0719,+00.3940,+00.204,+00.107,-09.676,+00.001713,+00.000722,-00.053650*66
"
1581012246741553068,"$VNYMR,+126.023,+001.051,-000.468,-00.2273,-00.0663,+00.3860,+00.196,+00.103,-09.654,+00.002372,-00.000021,-00.053191*65
"
1581012246766738891,"$VNYMR,+125.947,+001.052,-000.468,-00.2273,-00.0649,+00.3892,+00.190,+00.064,-09.695,+00.001141,+00.000952,-00.051983*63
"
1581012246791729927,"$VNYMR,+125.872,+001.052,-000.467,-00.2290,-00.0761,+00.3908,+00.202,+00.072,-09.724,+00.001958,-00.002387,-00.052999*65
"
1581012246816517114,"$VNYMR,+125.797,+001.051,-000.467,-00.2315,-00.0717,+00.3874,+00.212,+00.088,-09.700,-00.000136,-00.000490,-00.052693*66
"
