%time,field.data
1580410281231822595,328294.190043
1580410282231986635,328295.452995
1580410283233113329,328296.711409
1580410284258512815,328297.969823
1580410285259589484,328299.228237
1580410286230883607,328300.34481
1580410287259988722,328301.603223
1580410288258017492,328302.71526
1580410289257228632,328303.836369
1580410290232067789,328304.957478
1580410291251228595,328306.083123
1580410292262266913,328307.208767
1580410293261299659,328308.329875
1580410294261851238,328309.592822
1580410295236656198,328310.855769
1580410296262524084,328311.963267
1580410297262706669,328313.08891
1580410298235801553,328314.351856
1580410299236504673,328315.472962
1580410300240387664,328316.594068
1580410301235038861,328317.724245
1580410302234370309,328318.57528
1580410303238349815,328319.563617
1580410304236814280,328320.551954
1580410305235908305,328321.540291
1580410306236619643,328322.665931
1580410307237300495,328323.516964
1580410308236979439,328324.505301
1580410309237426429,328325.360869
1580410310236962367,328326.486507
1580410311236826918,328327.474843
1580410312236261189,328328.605016
1580410313235157403,328329.593351
